instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
PSS-CORE,1,0.0,0.0,0.0,0.0
PSS-CORE,2,1.1973746e-05,-0.00012894889,5.161486e-12,0.00012950360542163253
PSS-CORE,3,2.7866688e-05,-0.0002533787,3.915891e-10,0.0002549064811319113
PSS-CORE,4,3.655771e-05,-0.00036831346,6.4969014e-10,0.0003701233072206378
PSS-CORE,5,3.7608075e-05,-0.0004711123,5.947887e-10,0.0004726109909825027
PSS-CORE,6,3.351567e-05,-0.0005612471,6.00576e-10,0.0005622469470836222
PSS-CORE,7,2.7902148e-05,-0.0006387941,4.69308e-10,0.0006394031806848943
PSS-CORE,8,2.2389564e-05,-0.00070423813,4.1742787e-10,0.0007045939564704895
PSS-CORE,9,1.7629278e-05,-0.0007577292,3.9668377e-10,0.0007579342927783728
PSS-CORE,10,1.3107672e-05,-0.00079935684,3.5256503e-10,0.0007994642946869135
PSS-CORE,11,8.980144e-06,-0.0008290504,3.8625375e-10,0.0008290990372188389
PSS-CORE,12,5.255718e-06,-0.00084683805,3.129156e-10,0.0008468543528579175
PSS-CORE,13,1.9127674e-06,-0.00085275416,2.1255515e-10,0.0008527563186362386
PSS-CORE,14,0.0,0.0,0.0,0.0
PSS-CORE,15,1.206395e-05,-0.00013690778,9.810359e-11,0.0001374382700305432
PSS-CORE,16,2.7924867e-05,-0.00025982206,8.792342e-11,0.00026131837512366474
PSS-CORE,17,3.6609654e-05,-0.00037067322,1.2716307e-10,0.00037247673026286066
PSS-CORE,18,3.7660964e-05,-0.0004702186,1.1900529e-10,0.0004717243427876383
PSS-CORE,19,3.355525e-05,-0.00055868004,8.6426484e-11,0.0005596867995336652
PSS-CORE,20,2.7943965e-05,-0.00063599146,9.607407e-11,0.0006366050220094621
PSS-CORE,21,2.2418186e-05,-0.00070168986,1.1718247e-10,0.0007020478951744735
PSS-CORE,22,1.7655739e-05,-0.00075544504,1.0553915e-10,0.0007556513301096857
PSS-CORE,23,1.3125385e-05,-0.00079720456,1.616454e-10,0.0007973125902935863
PSS-CORE,24,8.993908e-06,-0.00082710834,1.5454535e-10,0.0008271572296507657
PSS-CORE,25,5.263061e-06,-0.0008451022,2.5041041e-10,0.000845118542201817
PSS-CORE,26,1.9054974e-06,-0.0008511258,-9.746249e-11,0.0008511279593221843
PSS-CORE,27,0.0,0.0,0.0,0.0
PSS-CORE,28,1.1934002e-05,-0.00012892073,-7.06868e-07,0.0001294738322030753
PSS-CORE,29,2.780298e-05,-0.00025334378,-1.6465837e-06,0.0002548701304476708
PSS-CORE,30,3.6489517e-05,-0.00036827367,-2.1623532e-06,0.00037008331855759025
PSS-CORE,31,3.7541642e-05,-0.0004710776,-2.225763e-06,0.00047257638652808964
