instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.15366095,-0.032550983,-0.43699485,0.46436598896980286
Q2-CORE,3888,-0.1533052,-0.028910257,-0.4696418,0.4948754608631134
Q2-CORE,3889,-0.15228295,-0.025147282,-0.5032584,0.5263948440551758
Q2-CORE,3890,-0.15075107,-0.021315522,-0.5376354,0.5587772727012634
Q2-CORE,3891,-0.14867605,-0.017357357,-0.5729325,0.5921633839607239
Q2-CORE,3892,-0.1459383,-0.013285302,-0.6091188,0.6264984011650085
Q2-CORE,3893,-0.14253984,-0.009111963,-0.64633137,0.6619251370429993
Q2-CORE,3894,-0.13851316,-0.004820928,-0.68448704,0.6983779072761536
Q2-CORE,3895,-0.13372442,-0.0004485026,-0.7237081,0.7359591126441956
Q2-CORE,3896,-0.12821278,0.0040412545,-0.7640573,0.7747505307197571
Q2-CORE,3897,-0.121894635,0.00862661,-0.805453,0.8146700263023376
Q2-CORE,3898,-0.1147682,0.013264403,-0.8481249,0.8559576869010925
Q2-CORE,3899,-0.106832884,0.018022463,-0.89190435,0.8984605669975281
Q2-CORE,3902,-0.077659875,0.032780483,-1.0309174,1.0343579053878784
Q2-CORE,3903,-0.066011176,0.037812024,-1.0800266,1.0827025175094604
Q2-CORE,3904,-0.053462498,0.042912245,-1.1303947,1.1324715614318848
Q2-CORE,3905,-0.03981241,0.048044667,-1.182315,1.1839603185653687
Q2-CORE,3906,-0.025154049,0.05326131,-1.2356802,1.2370833158493042
Q2-CORE,3907,-0.009455701,0.058532044,-1.290507,1.2918682098388672
Q2-CORE,3908,0.007450398,0.06381273,-1.3470488,1.348580002784729
Q2-CORE,3909,0.02553717,0.06908369,-1.4051938,1.4071227312088013
Q2-CORE,3910,0.04468617,0.074321955,-1.4649558,1.4675204753875732
Q2-CORE,3911,0.06498091,0.0796268,-1.5263097,1.5297660827636719
Q2-CORE,3912,0.08653722,0.08489938,-1.5894334,1.5940499305725098
Q2-CORE,3914,0.133356,0.09531124,-1.721143,1.7289307117462158
Q2-CORE,3915,0.15855545,0.10040255,-1.7895463,1.799359917640686
Q2-CORE,3916,0.18461093,0.105467215,-1.8595845,1.8716994524002075
Q2-CORE,3917,0.21232747,0.11035694,-1.9316902,1.946455478668213
Q2-CORE,3919,0.27044737,0.11981234,-2.0806675,2.101588487625122
Q2-CORE,3920,0.3004587,0.124062195,-2.1574056,2.1817574501037598
Q2-CORE,3921,0.33158025,0.12822655,-2.2355864,2.2636771202087402
Q2-CORE,3922,0.3623916,0.13193963,-2.3146822,2.346590995788574
Q2-CORE,3923,0.39321956,0.13533007,-2.3943589,2.430203676223755
Q2-CORE,3924,0.42369404,0.13833942,-2.47489,2.5147037506103516
Q2-CORE,3925,0.45274073,0.1411257,-2.5548806,2.598519802093506
Q2-CORE,3926,0.4810944,0.14347057,-2.6353383,2.6827306747436523
Q2-CORE,3927,0.50790966,0.14571698,-2.7154715,2.766404151916504
Q2-CORE,3928,0.5338273,0.14793418,-2.7959452,2.850292205810547
Q2-CORE,3929,0.55961305,0.15092902,-2.8769825,2.934786796569824
Q2-CORE,3930,0.58608097,0.15423091,-2.9607167,3.0221054553985596
Q2-CORE,3931,0.61725175,0.15924563,-3.048522,3.114457368850708
Q2-CORE,3932,0.656008,0.16679414,-3.1455083,3.217512845993042
Q2-CORE,3933,0.7068474,0.17677365,-3.2537622,3.3343441486358643
Q2-CORE,3934,0.77895564,0.18927996,-3.381263,3.474987506866455
Q2-CORE,3935,0.8733554,0.2056538,-3.5312,3.643407106399536
Q2-CORE,3936,1.0025126,0.22410415,-3.711445,3.8509840965270996
Q2-CORE,3937,1.1601912,0.24210434,-3.9198775,4.095130920410156
Q2-CORE,3938,1.3481586,0.25509667,-4.153317,4.374088287353516
Q2-CORE,3939,1.5508174,0.2595328,-4.3853564,4.658727645874023
Q2-CORE,3988,-0.15003057,-0.0074759424,-0.4398913,0.46483269333839417
Q2-CORE,3989,-0.1495742,-0.0037382692,-0.47265974,0.4957757890224457
Q2-CORE,3990,-0.14863856,0.00010430068,-0.5061356,0.527509868144989
Q2-CORE,3991,-0.14716156,0.004093908,-0.5405212,0.5602110624313354
Q2-CORE,3992,-0.1450259,0.008182332,-0.5757896,0.5938291549682617
Q2-CORE,3993,-0.14232296,0.012373552,-0.61199117,0.6284441947937012
Q2-CORE,3994,-0.1389862,0.016676292,-0.6491227,0.6640448570251465
Q2-CORE,3995,-0.13494298,0.021074608,-0.6872738,0.7007132172584534
Q2-CORE,3996,-0.13019373,0.025602147,-0.7265012,0.7385187149047852
Q2-CORE,3997,-0.12475901,0.030222133,-0.76669014,0.7773621678352356
Q2-CORE,3998,-0.11845598,0.034934685,-0.8081808,0.8175625205039978
Q2-CORE,3999,-0.11138501,0.039762065,-0.8507187,0.8589004278182983
Q2-CORE,4000,-0.103512995,0.044653594,-0.89448595,0.901561975479126
Q2-CORE,4001,-0.09470219,0.049658537,-0.9395126,0.9455783367156982
Q2-CORE,4002,-0.08502647,0.054720208,-0.9858594,0.9910310506820679
Q2-CORE,4003,-0.07436923,0.059849843,-1.033486,1.0378854274749756
Q2-CORE,4004,-0.06281359,0.06509936,-1.0825043,1.0862776041030884
