instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.07376065,-0.01973911,-0.11111933,0.1348249614238739
Q2-CORE,3888,-0.07639806,-0.017558116,-0.12208107,0.14508183300495148
Q2-CORE,3889,-0.07873659,-0.015239518,-0.13372815,0.15593239665031433
Q2-CORE,3890,-0.0811239,-0.012808323,-0.14569926,0.1672525554895401
Q2-CORE,3891,-0.083110735,-0.010320436,-0.15842524,0.17919951677322388
Q2-CORE,3892,-0.084893696,-0.0077385344,-0.17164284,0.19164574146270752
Q2-CORE,3893,-0.08670022,-0.005027335,-0.18541712,0.20474793016910553
Q2-CORE,3894,-0.08777085,-0.0020755753,-0.20002583,0.2184453308582306
Q2-CORE,3895,-0.08872042,0.0008034669,-0.21546137,0.2330140769481659
Q2-CORE,3896,-0.08905825,0.0038043372,-0.23158786,0.24815072119235992
Q2-CORE,3897,-0.08937738,0.0069259815,-0.24841312,0.26409345865249634
Q2-CORE,3898,-0.088823035,0.010170784,-0.26627463,0.2808828055858612
Q2-CORE,3899,-0.08811061,0.013491686,-0.28494057,0.2985576093196869
Q2-CORE,3902,-0.08267412,0.023868632,-0.34630468,0.35683563351631165
Q2-CORE,3903,-0.080058336,0.02742831,-0.36857724,0.3781677186489105
Q2-CORE,3904,-0.07675885,0.0312262,-0.39185858,0.4005248248577118
Q2-CORE,3905,-0.07292605,0.035039652,-0.41620284,0.423993855714798
Q2-CORE,3906,-0.06835559,0.03887641,-0.44171277,0.4486580491065979
Q2-CORE,3907,-0.06327946,0.042752583,-0.46832645,0.47451210021972656
Q2-CORE,3908,-0.05731641,0.0467402,-0.49622685,0.5017079710960388
Q2-CORE,3909,-0.050707597,0.050838526,-0.5253116,0.5301962494850159
Q2-CORE,3910,-0.043207187,0.054809768,-0.5558439,0.5602083802223206
Q2-CORE,3911,-0.034906056,0.05891193,-0.5876199,0.5915963053703308
Q2-CORE,3912,-0.025736323,0.063136995,-0.6209601,0.6246920228004456
Q2-CORE,3914,-0.0043419716,0.07160574,-0.6921643,0.695871889591217
Q2-CORE,3915,0.007959924,0.07560809,-0.73021907,0.7341660261154175
Q2-CORE,3916,0.021044148,0.079754785,-0.76974237,0.7741492390632629
Q2-CORE,3917,0.035194945,0.0837429,-0.81092155,0.8159934878349304
Q2-CORE,3919,0.065850616,0.091505036,-0.89756924,0.9046214818954468
Q2-CORE,3920,0.081949286,0.09494686,-0.9426484,0.9509556293487549
Q2-CORE,3921,0.098779984,0.098661065,-0.98933536,0.9991375803947449
Q2-CORE,3922,0.11504716,0.101673275,-1.0363086,1.0476205348968506
Q2-CORE,3923,0.13157797,0.104380846,-1.0841849,1.0971167087554932
Q2-CORE,3924,0.1473316,0.10681938,-1.1325175,1.1470452547073364
Q2-CORE,3925,0.16159171,0.10906738,-1.1801478,1.196142315864563
