instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,1.18439165e-11,-0.0020221092,-1.5847562e-13,0.0020221092272549868
Q2-CORE,3888,-8.113554e-12,-0.0020221092,5.174738e-12,0.0020221092272549868
Q2-CORE,3889,3.5809918e-12,-0.0020221092,3.591512e-12,0.0020221092272549868
Q2-CORE,3890,-5.4630744e-12,-0.002022109,6.6947494e-12,0.002022108994424343
Q2-CORE,3891,5.63681e-12,-0.0020221092,-2.9155287e-12,0.0020221092272549868
Q2-CORE,3892,7.792644e-12,-0.002022109,-5.1251846e-12,0.002022108994424343
Q2-CORE,3893,-3.533643e-12,-0.002022109,7.81787e-12,0.002022108994424343
Q2-CORE,3894,-1.8209646e-11,-0.0020221092,1.402691e-11,0.0020221092272549868
Q2-CORE,3895,5.936293e-12,-0.0020221092,6.1577974e-12,0.0020221092272549868
Q2-CORE,3896,6.297439e-12,-0.0020221092,-1.2545631e-11,0.0020221092272549868
Q2-CORE,3897,1.0332393e-13,-0.0020221095,-4.464928e-12,0.0020221094600856304
Q2-CORE,3898,1.1474251e-11,-0.002022109,-4.6052402e-12,0.002022108994424343
Q2-CORE,3899,-6.0703395e-12,-0.0020221092,6.8668213e-12,0.0020221092272549868
Q2-CORE,3902,5.5747885e-11,-0.002022109,5.6403177e-11,0.002022108994424343
Q2-CORE,3903,-4.9770776e-10,-0.002022109,-7.280124e-10,0.002022108994424343
Q2-CORE,3904,3.243148e-09,-0.00202211,4.8274673e-09,0.0020221099257469177
Q2-CORE,3905,-1.203261e-08,-0.0020221025,-1.9611653e-08,0.002022102475166321
Q2-CORE,3906,1.188404e-08,-0.002022142,3.0645694e-08,0.002022142056375742
Q2-CORE,3907,1.3780343e-07,-0.0020219886,1.5639185e-07,0.002021988620981574
Q2-CORE,3908,-1.0318353e-06,-0.0020225157,-1.1805962e-06,0.0020225162152200937
Q2-CORE,3909,3.3093916e-06,-0.0020212634,4.3608507e-06,0.002021270804107189
Q2-CORE,3910,-6.9863045e-06,-0.0020230815,-8.94284e-06,0.002023113425821066
Q2-CORE,3911,7.3162187e-06,-0.0020219507,9.646633e-06,0.0020219869911670685
