instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.12417119,-0.026170358,-0.2665069,0.29517674446105957
Q2-CORE,3888,-0.1253932,-0.023107972,-0.28826144,0.31520166993141174
Q2-CORE,3889,-0.12620136,-0.019952726,-0.3107323,0.33597537875175476
Q2-CORE,3890,-0.12661058,-0.016705528,-0.33390504,0.35749390721321106
Q2-CORE,3891,-0.12664184,-0.0133578405,-0.35781842,0.3798033893108368
Q2-CORE,3892,-0.1261695,-0.00988467,-0.38252297,0.40291473269462585
Q2-CORE,3893,-0.12530085,-0.006298654,-0.40804294,0.4268946051597595
Q2-CORE,3894,-0.1237862,-0.0026287585,-0.4344165,0.4517163038253784
Q2-CORE,3895,-0.121875025,0.0011500642,-0.46177894,0.4775925576686859
Q2-CORE,3896,-0.1192801,0.0050295666,-0.48988935,0.5042267441749573
Q2-CORE,3897,-0.11616358,0.009024978,-0.51920694,0.5321195721626282
Q2-CORE,3898,-0.11232381,0.013105445,-0.5493226,0.560841977596283
Q2-CORE,3899,-0.10784169,0.017265141,-0.5807114,0.5908922553062439
Q2-CORE,3902,-0.0901305,0.030294575,-0.68127453,0.6878780722618103
Q2-CORE,3903,-0.08247118,0.03481748,-0.71726435,0.7228290438652039
Q2-CORE,3904,-0.074203245,0.03935968,-0.75450814,0.7591691613197327
Q2-CORE,3905,-0.06492143,0.044048473,-0.79301643,0.7968878149986267
Q2-CORE,3906,-0.054849252,0.0487106,-0.832919,0.8361430764198303
Q2-CORE,3907,-0.04369902,0.053422883,-0.8742594,0.8769795298576355
Q2-CORE,3908,-0.031709597,0.0582017,-0.9169596,0.9193518161773682
Q2-CORE,3909,-0.018615304,0.06302324,-0.9612307,0.9634743928909302
Q2-CORE,3910,-0.0044581397,0.067884415,-1.0070828,1.0093780755996704
Q2-CORE,3911,0.010685656,0.07273829,-1.0543981,1.0569580793380737
Q2-CORE,3912,0.026934577,0.07753782,-1.1034007,1.1064496040344238
Q2-CORE,3914,0.0627295,0.08712554,-1.2063007,1.2110686302185059
Q2-CORE,3915,0.08243204,0.09189904,-1.2602994,1.2663313150405884
Q2-CORE,3916,0.10301251,0.09655738,-1.3159966,1.3235490322113037
Q2-CORE,3917,0.124797374,0.10113375,-1.3733158,1.3826781511306763
Q2-CORE,3919,0.17121446,0.10993473,-1.4929016,1.5067033767700195
Q2-CORE,3920,0.19529566,0.113903254,-1.5548353,1.5711865425109863
Q2-CORE,3921,0.22057614,0.11776911,-1.6181943,1.6373991966247559
Q2-CORE,3922,0.24524625,0.12136662,-1.6823149,1.7044233083724976
Q2-CORE,3923,0.2701761,0.12451747,-1.7472608,1.7724051475524902
Q2-CORE,3924,0.29425442,0.12732624,-1.8125069,1.8406463861465454
Q2-CORE,3925,0.31765938,0.12995158,-1.877816,1.9089232683181763
Q2-CORE,3926,0.33975562,0.13221648,-1.9432993,1.9772018194198608
Q2-CORE,3927,0.3604846,0.13442303,-2.008299,2.044818878173828
Q2-CORE,3928,0.38033918,0.13644345,-2.0738199,2.112818956375122
Q2-CORE,3929,0.4004636,0.13911776,-2.1404886,2.1820669174194336
Q2-CORE,3930,0.42111257,0.14247665,-2.2087905,2.253084659576416
Q2-CORE,3931,0.44616544,0.14709479,-2.2825274,2.330371618270874
Q2-CORE,3932,0.47933558,0.1544221,-2.364077,2.4171199798583984
Q2-CORE,3933,0.52446485,0.16466366,-2.4582226,2.518935441970825
Q2-CORE,3934,0.591032,0.17719442,-2.5708954,2.643902540206909
Q2-CORE,3935,0.6802138,0.19366193,-2.7067726,2.7976443767547607
Q2-CORE,3936,0.8048818,0.21233541,-2.8731341,2.991290807723999
Q2-CORE,3937,0.95751774,0.23026925,-3.0678809,3.2220733165740967
Q2-CORE,3938,1.1400837,0.24306092,-3.2866268,3.487231731414795
Q2-CORE,3939,1.3374401,0.24748823,-3.5045476,3.759235382080078
Q2-CORE,3988,-0.12137838,-0.008232638,-0.26874858,0.29500219225883484
Q2-CORE,3989,-0.12255268,-0.0050907135,-0.29053706,0.31536781787872314
Q2-CORE,3990,-0.123373106,-0.0018306598,-0.3129292,0.33637624979019165
Q2-CORE,3991,-0.12386478,0.0015618652,-0.33607846,0.35818105936050415
Q2-CORE,3992,-0.1238211,0.0050592646,-0.35999033,0.38072335720062256
Q2-CORE,3993,-0.12345084,0.00864356,-0.3846467,0.40406423807144165
Q2-CORE,3994,-0.12247268,0.012347765,-0.41015336,0.4282263517379761
Q2-CORE,3995,-0.12112086,0.016185313,-0.4365535,0.45333343744277954
Q2-CORE,3996,-0.11911315,0.020098992,-0.46371734,0.47919273376464844
Q2-CORE,3997,-0.11670664,0.024121784,-0.49195936,0.5061880350112915
Q2-CORE,3998,-0.11346432,0.028240822,-0.521065,0.534022867679596
Q2-CORE,3999,-0.109799765,0.032451466,-0.5513246,0.5630878210067749
Q2-CORE,4000,-0.10534219,0.036780603,-0.58243406,0.5930255055427551
Q2-CORE,4001,-0.100209616,0.041208312,-0.6148577,0.6243317127227783
Q2-CORE,4002,-0.09435283,0.045708314,-0.6483031,0.6567256450653076
Q2-CORE,4003,-0.08758377,0.050323367,-0.6830223,0.6904512047767639
Q2-CORE,4004,-0.080192484,0.054983646,-0.7189873,0.725532054901123
Q2-CORE,4005,-0.07176428,0.05974941,-0.75612533,0.7618697881698608
Q2-CORE,4006,-0.062599055,0.06451802,-0.79473776,0.7998058199882507
Q2-CORE,4007,-0.05234222,0.069426715,-0.83465546,0.8391719460487366
Q2-CORE,4008,-0.0412663,0.0743773,-0.87597203,0.8800919651985168
Q2-CORE,4009,-0.02914,0.079347014,-0.9188673,0.9227470755577087
Q2-CORE,4010,-0.015953705,0.0843876,-0.9631366,0.9669581055641174
Q2-CORE,4011,-0.0017694649,0.089406386,-1.009074,1.013028621673584
Q2-CORE,4012,0.01367601,0.09444401,-1.0566723,1.0609726905822754
Q2-CORE,4013,0.0300735,0.099506825,-1.1058023,1.1106775999069214
Q2-CORE,4014,0.047808506,0.104502976,-1.1567681,1.1624623537063599
Q2-CORE,4015,0.06660599,0.109594405,-1.2093861,1.2161669731140137
Q2-CORE,4016,0.08655738,0.114527285,-1.2637532,1.271880865097046
Q2-CORE,4017,0.10768602,0.1194534,-1.3198407,1.3296031951904297
Q2-CORE,4018,0.12988771,0.124267325,-1.37765,1.389328122138977
Q2-CORE,4019,0.15328676,0.12887232,-1.4372957,1.451180100440979
Q2-CORE,4020,0.17756106,0.133439,-1.498385,1.5147578716278076
Q2-CORE,4021,0.20273171,0.1378269,-1.5612707,1.580399513244629
Q2-CORE,4022,0.22816361,0.1418051,-1.6250198,1.6470751762390137
Q2-CORE,4023,0.25416902,0.1453788,-1.6899698,1.7151485681533813
Q2-CORE,4024,0.2798421,0.14876716,-1.7558162,1.7841899394989014
Q2-CORE,4025,0.30502346,0.15179217,-1.8217812,1.8533663749694824
Q2-CORE,4026,0.3297969,0.1543651,-1.8884199,1.9232068061828613
Q2-CORE,4027,0.35276964,0.1567097,-1.954258,1.9920161962509155
Q2-CORE,4028,0.375076,0.15887395,-2.020512,2.0611627101898193
Q2-CORE,4029,0.39607912,0.16133904,-2.08666,2.1300370693206787
Q2-CORE,4030,0.41717866,0.16403835,-2.1541517,2.200299024581909
Q2-CORE,4031,0.440336,0.16770929,-2.224268,2.2736291885375977
Q2-CORE,4032,0.46704808,0.17301214,-2.2993639,2.3526880741119385
Q2-CORE,4033,0.5018541,0.17990214,-2.3824384,2.441359281539917
Q2-CORE,4034,0.54876107,0.18904546,-2.4789038,2.545945882797241
