instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.1536585,-0.032549463,-0.43698987,0.46436038613319397
Q2-CORE,3888,-0.1532423,-0.028906785,-0.46967626,0.49488845467567444
Q2-CORE,3889,-0.15227978,-0.02515705,-0.50326085,0.5263966917991638
Q2-CORE,3890,-0.15073097,-0.021321163,-0.5376335,0.5587702393531799
Q2-CORE,3891,-0.14869104,-0.01736164,-0.5729095,0.5921450257301331
Q2-CORE,3892,-0.14591056,-0.013278052,-0.6091188,0.6264917850494385
Q2-CORE,3893,-0.14255378,-0.009101644,-0.64630675,0.661903977394104
Q2-CORE,3894,-0.13849376,-0.00482177,-0.68448734,0.698374330997467
Q2-CORE,3895,-0.13367191,-0.0004567057,-0.72374177,0.7359827160835266
Q2-CORE,3896,-0.12822972,0.0040129125,-0.7640152,0.7747116684913635
Q2-CORE,3897,-0.12185871,0.008595586,-0.80546427,0.8146754503250122
Q2-CORE,3898,-0.114816196,0.01326444,-0.848073,0.8559126853942871
Q2-CORE,3899,-0.10683721,0.018004484,-0.89186645,0.8984231352806091
Q2-CORE,3902,-0.07769282,0.032765977,-1.0309002,1.034342885017395
Q2-CORE,3903,-0.06604614,0.037788577,-1.0799555,1.0826328992843628
Q2-CORE,3904,-0.053409338,0.042899437,-1.1304312,1.132504940032959
Q2-CORE,3905,-0.039882038,0.048041917,-1.1822482,1.1838959455490112
Q2-CORE,3906,-0.025141839,0.05327753,-1.2356119,1.2370156049728394
Q2-CORE,3907,-0.009492949,0.058493398,-1.2905079,1.291867733001709
Q2-CORE,3908,0.007457829,0.06375816,-1.3470207,1.348549485206604
Q2-CORE,3909,0.025474671,0.06905127,-1.4050825,1.4070087671279907
Q2-CORE,3910,0.044696838,0.074353985,-1.4649405,1.4675071239471436
Q2-CORE,3911,0.064996265,0.07964028,-1.5262667,1.5297244787216187
Q2-CORE,3912,0.086494885,0.08491843,-1.5894295,1.594044804573059
Q2-CORE,3914,0.13346209,0.095298015,-1.7211998,1.728994607925415
Q2-CORE,3915,0.15837045,0.100396596,-1.7893705,1.799168586730957
Q2-CORE,3916,0.18487594,0.10543462,-1.8597693,1.8719074726104736
Q2-CORE,3917,0.21226646,0.11039177,-1.9316279,1.946388840675354
Q2-CORE,3919,0.27063042,0.11977611,-2.0807433,2.101685047149658
Q2-CORE,3920,0.30073503,0.12398467,-2.157741,2.1821229457855225
Q2-CORE,3921,0.33175316,0.12806594,-2.235587,2.2636938095092773
Q2-CORE,3922,0.362445,0.13178447,-2.3147805,2.3466875553131104
Q2-CORE,3923,0.3934305,0.13525984,-2.3945444,2.4304168224334717
Q2-CORE,3924,0.4237281,0.1381531,-2.4749396,2.5147480964660645
Q2-CORE,3925,0.45240578,0.14083359,-2.55458,2.5981500148773193
Q2-CORE,3926,0.48099425,0.14320496,-2.6352496,2.6826112270355225
Q2-CORE,3927,0.50762427,0.14551252,-2.7152839,2.7661566734313965
Q2-CORE,3928,0.53351593,0.1478926,-2.7956486,2.849940776824951
Q2-CORE,3929,0.55948627,0.15066427,-2.8771255,2.934889316558838
Q2-CORE,3930,0.58575535,0.15390661,-2.9602544,3.0215728282928467
Q2-CORE,3931,0.61719877,0.15910044,-3.0487428,3.1146554946899414
Q2-CORE,3932,0.6554861,0.16663545,-3.1449971,3.2168986797332764
Q2-CORE,3933,0.7067707,0.17666408,-3.253651,3.3342134952545166
Q2-CORE,3934,0.7786581,0.18936127,-3.3811014,3.4747679233551025
Q2-CORE,3935,0.8729281,0.20598319,-3.530921,3.6430530548095703
Q2-CORE,3936,1.0030373,0.22415847,-3.712025,3.851682662963867
Q2-CORE,3937,1.1605207,0.24195307,-3.9201224,4.095449924468994
Q2-CORE,3938,1.3481587,0.25502178,-4.153746,4.374491214752197
Q2-CORE,3939,1.550956,0.25951886,-4.385217,4.658641815185547
Q2-CORE,3988,-0.15001439,-0.0074791014,-0.43989685,0.46483275294303894
Q2-CORE,3989,-0.14955376,-0.0037498549,-0.47266507,0.4957748055458069
Q2-CORE,3990,-0.14864066,9.327382e-05,-0.5061242,0.5274995565414429
Q2-CORE,3991,-0.1471484,0.004087627,-0.5405201,0.5602064728736877
Q2-CORE,3992,-0.14499418,0.008176178,-0.5758047,0.5938360095024109
Q2-CORE,3993,-0.14234054,0.012355767,-0.61195815,0.6284156441688538
Q2-CORE,3994,-0.13897829,0.016663082,-0.64910877,0.6640292406082153
Q2-CORE,3995,-0.13493036,0.021069445,-0.68726814,0.7007050514221191
Q2-CORE,3996,-0.13023484,0.025603943,-0.72644913,0.7384747862815857
Q2-CORE,3997,-0.12470825,0.030226462,-0.7667215,0.7773851156234741
Q2-CORE,3998,-0.1185007,0.03493967,-0.80813,0.8175190091133118
Q2-CORE,3999,-0.111409195,0.039753757,-0.85066354,0.8588485717773438
Q2-CORE,4000,-0.10352207,0.044670112,-0.8944577,0.9015358090400696
Q2-CORE,4001,-0.094708316,0.049653314,-0.93948424,0.9455505013465881
Q2-CORE,4002,-0.08504058,0.05472011,-0.9858072,0.990980327129364
Q2-CORE,4003,-0.07438342,0.05985283,-1.0334631,1.0378637313842773
Q2-CORE,4004,-0.06279858,0.06509779,-1.0824978,1.0862702131271362
Q2-CORE,4005,-0.050276164,0.07037204,-1.1328738,1.1361702680587769
Q2-CORE,4006,-0.036565837,0.07573802,-1.184806,1.1877871751785278
Q2-CORE,4007,-0.021857511,0.081093185,-1.2382784,1.2411234378814697
Q2-CORE,4008,-0.006047649,0.086578615,-1.2931887,1.296097755432129
Q2-CORE,4009,0.010923099,0.09207279,-1.349843,1.353023648262024
Q2-CORE,4010,0.029103037,0.0975677,-1.408078,1.4117542505264282
Q2-CORE,4011,0.04836919,0.10303766,-1.4679322,1.4723386764526367
Q2-CORE,4012,0.06903289,0.10853701,-1.5297015,1.5351001024246216
Q2-CORE,4013,0.09070759,0.11400976,-1.5929822,1.5996307134628296
Q2-CORE,4014,0.113795094,0.11949768,-1.6581949,1.6663851737976074
Q2-CORE,4015,0.1379712,0.12492811,-1.7251744,1.7351858615875244
Q2-CORE,4016,0.16384588,0.13026425,-1.7942157,1.8063842058181763
Q2-CORE,4017,0.19049099,0.13549218,-1.864762,1.879356861114502
Q2-CORE,4018,0.2186591,0.14062259,-1.9374224,1.9547868967056274
Q2-CORE,4019,0.24787451,0.1454806,-2.011712,2.032139778137207
Q2-CORE,4020,0.278184,0.15028217,-2.0878482,2.1116535663604736
Q2-CORE,4021,0.309055,0.15497172,-2.1651728,2.1926021575927734
Q2-CORE,4022,0.34082988,0.1592249,-2.2441692,2.2754807472229004
Q2-CORE,4023,0.3725549,0.16322413,-2.3239498,2.3592755794525146
Q2-CORE,4024,0.4046135,0.16670132,-2.4049106,2.4444010257720947
Q2-CORE,4025,0.43543246,0.16988641,-2.4855804,2.529144763946533
Q2-CORE,4026,0.4665287,0.17269579,-2.567186,2.614941120147705
Q2-CORE,4027,0.49493662,0.17531979,-2.6476843,2.699246406555176
Q2-CORE,4028,0.5233908,0.17775795,-2.7289083,2.7843267917633057
Q2-CORE,4029,0.5505551,0.18017757,-2.810269,2.8693532943725586
Q2-CORE,4030,0.5777461,0.18289757,-2.8927128,2.955508232116699
Q2-CORE,4031,0.60642004,0.18683049,-2.9775076,3.044372081756592
Q2-CORE,4032,0.63916725,0.19183475,-3.0672727,3.1390280723571777
Q2-CORE,4033,0.6798854,0.19871533,-3.1656535,3.243932008743286
Q2-CORE,4034,0.73264915,0.20795909,-3.2764387,3.363788366317749
Q2-CORE,4035,0.80346256,0.21997356,-3.4040964,3.5045416355133057
Q2-CORE,4036,0.8962079,0.23420113,-3.554891,3.673593521118164
Q2-CORE,4037,1.0151598,0.25005114,-3.729249,3.8730313777923584
Q2-CORE,4038,1.1620353,0.2638374,-3.930027,4.10670804977417
