instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
ADAPTER,1,0.0,0.0,0.0,0.0
ADAPTER,2,0.0,0.0,0.0,0.0
ADAPTER,3,0.0,0.0,0.0,0.0
ADAPTER,4,0.0,0.0,0.0,0.0
ADAPTER,5,0.0,0.0,0.0,0.0
ADAPTER,6,0.0,0.0,0.0,0.0
Q2-CORE,4295,-1.1262872e-12,-0.002022446,-4.500427e-13,0.0020224459003657103
Q2-CORE,4296,8.8175665e-12,-0.002022446,-9.3331575e-12,0.0020224459003657103
Q2-CORE,4297,-3.5711072e-12,-0.0020224461,2.5311266e-12,0.002022446133196354
Q2-CORE,4298,-1.0923804e-11,-0.0020224457,1.3155062e-12,0.0020224456675350666
Q2-CORE,4299,-5.245771e-12,-0.002022446,8.6760286e-13,0.0020224459003657103
Q2-CORE,4300,1.1253427e-12,-0.0020224457,-3.971553e-12,0.0020224456675350666
Q2-CORE,4301,1.5217183e-11,-0.002022446,-1.441697e-11,0.0020224459003657103
Q2-CORE,4302,-5.1288127e-12,-0.0020224457,4.1570506e-12,0.0020224456675350666
Q2-CORE,4303,3.2445448e-12,-0.0020224457,-5.8450527e-12,0.0020224456675350666
Q2-CORE,4304,-6.02964e-12,-0.0020224457,8.486278e-12,0.0020224456675350666
Q2-CORE,4305,1.9006823e-12,-0.002022446,1.4449526e-12,0.0020224459003657103
Q2-CORE,4306,9.802513e-12,-0.0020224457,-3.03735e-12,0.0020224456675350666
Q2-CORE,4307,6.3292145e-12,-0.002022446,2.0541323e-13,0.0020224459003657103
Q2-CORE,4308,5.3433603e-12,-0.0020224457,-6.3550406e-12,0.0020224456675350666
Q2-CORE,4309,7.275412e-13,-0.002022446,7.356035e-12,0.0020224459003657103
Q2-CORE,4310,-1.476928e-11,-0.002022446,2.980987e-12,0.0020224459003657103
Q2-CORE,4311,9.240485e-14,-0.002022446,6.239285e-12,0.0020224459003657103
Q2-CORE,4312,3.5249156e-12,-0.0020224457,-6.503319e-12,0.0020224456675350666
Q2-CORE,4313,5.259793e-12,-0.002022446,-6.4524102e-12,0.0020224459003657103
Q2-CORE,4314,-1.5648066e-11,-0.002022446,1.4055421e-11,0.0020224459003657103
Q2-CORE,4315,3.6467955e-12,-0.002022446,3.6434545e-12,0.0020224459003657103
Q2-CORE,4316,-8.0313985e-12,-0.0020224457,-2.539203e-13,0.0020224456675350666
Q2-CORE,4317,7.555521e-12,-0.002022446,-5.7904983e-13,0.0020224459003657103
Q2-CORE,4318,-4.2455327e-12,-0.002022446,1.8663905e-12,0.0020224459003657103
