instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.12415074,-0.026167355,-0.2665379,0.2951958477497101
Q2-CORE,3888,-0.12533839,-0.023126561,-0.2883123,0.315227746963501
Q2-CORE,3889,-0.12613536,-0.019982431,-0.31079242,0.3360079526901245
Q2-CORE,3890,-0.12661964,-0.016715866,-0.33390573,0.35749825835227966
Q2-CORE,3891,-0.12658969,-0.013346124,-0.3578572,0.37982213497161865
Q2-CORE,3892,-0.126162,-0.009879969,-0.38253763,0.40292617678642273
Q2-CORE,3893,-0.12526748,-0.006293595,-0.40807852,0.42691874504089355
Q2-CORE,3894,-0.12378139,-0.0026293248,-0.4344264,0.4517245292663574
Q2-CORE,3895,-0.12187841,0.0011475384,-0.46178263,0.4775969684123993
Q2-CORE,3896,-0.11929431,0.0050341263,-0.48987547,0.5042166709899902
Q2-CORE,3897,-0.11613151,0.009014644,-0.5192432,0.5321477651596069
Q2-CORE,3898,-0.112367555,0.013108835,-0.5492929,0.5608217120170593
Q2-CORE,3899,-0.10787302,0.017257191,-0.58070755,0.5908939242362976
Q2-CORE,3902,-0.09012769,0.030284412,-0.68129957,0.6879020929336548
Q2-CORE,3903,-0.08250253,0.03481379,-0.717244,0.7228123545646667
Q2-CORE,3904,-0.074225426,0.03936787,-0.7545043,0.7591679692268372
Q2-CORE,3905,-0.06495469,0.044018872,-0.7930027,0.7968752384185791
Q2-CORE,3906,-0.05479522,0.048674993,-0.83294356,0.8361619114875793
Q2-CORE,3907,-0.043821346,0.05344162,-0.87417984,0.876907467842102
Q2-CORE,3908,-0.031746045,0.0582005,-0.9169227,0.9193162322044373
Q2-CORE,3909,-0.018710066,0.06299367,-0.9611609,0.963404655456543
Q2-CORE,3910,-0.004489464,0.06788569,-1.0070662,1.009361743927002
Q2-CORE,3911,0.010683364,0.07266434,-1.0543773,1.0569322109222412
Q2-CORE,3912,0.026878182,0.07751983,-1.1033545,1.1064008474349976
Q2-CORE,3914,0.062625885,0.08716463,-1.2062078,1.2109735012054443
Q2-CORE,3915,0.08236145,0.09190679,-1.2602527,1.2662808895111084
Q2-CORE,3916,0.10302971,0.0965895,-1.3160046,1.3235607147216797
Q2-CORE,3917,0.12472088,0.10114955,-1.3731991,1.382556438446045
Q2-CORE,3919,0.17131133,0.109990306,-1.4929812,1.506797432899475
Q2-CORE,3920,0.1956312,0.11402447,-1.5550017,1.571401834487915
Q2-CORE,3921,0.22058904,0.117812134,-1.6183094,1.6375178098678589
Q2-CORE,3922,0.24539998,0.12135062,-1.6824428,1.7045705318450928
Q2-CORE,3923,0.2704115,0.124573015,-1.7474107,1.7725926637649536
Q2-CORE,3924,0.29467446,0.12735963,-1.812883,1.8410861492156982
Q2-CORE,3925,0.31792644,0.1297948,-1.8779973,1.909135341644287
Q2-CORE,3926,0.3400513,0.13186345,-1.9435728,1.977497935295105
Q2-CORE,3927,0.36064005,0.13406208,-2.0084133,2.0449347496032715
Q2-CORE,3928,0.3807693,0.13623679,-2.074331,2.11338472366333
Q2-CORE,3929,0.40020534,0.13951972,-2.1402302,2.1817917823791504
Q2-CORE,3930,0.4213315,0.14283347,-2.2091136,2.253464937210083
Q2-CORE,3931,0.44633868,0.14739442,-2.282557,2.3304526805877686
Q2-CORE,3932,0.47908318,0.1555422,-2.3639345,2.4170024394989014
Q2-CORE,3933,0.524849,0.16561279,-2.4583645,2.5192160606384277
Q2-CORE,3934,0.5913276,0.1774311,-2.571088,2.644171714782715
Q2-CORE,3935,0.67983115,0.19380423,-2.7065363,2.797332525253296
Q2-CORE,3936,0.8046352,0.21216941,-2.8729968,2.9910807609558105
