instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.012495985,-0.00914874,0.004411829,0.01610320806503296
Q2-CORE,3888,-0.013382098,-0.008010782,0.0018427806,0.015705063939094543
Q2-CORE,3889,-0.013848556,-0.006770944,-0.0005598827,0.015425357967615128
Q2-CORE,3890,-0.014968539,-0.0057828696,-0.0042485273,0.016599660739302635
Q2-CORE,3891,-0.016617805,-0.0050008623,-0.0061092465,0.01839790679514408
Q2-CORE,3892,-0.019106857,-0.0036952365,-0.00893567,0.021414317190647125
Q2-CORE,3893,-0.021394992,-0.0021599066,-0.011306295,0.02429492212831974
Q2-CORE,3894,-0.023375902,-0.0004008673,-0.0146771725,0.02760458178818226
Q2-CORE,3895,-0.024451768,0.0014656521,-0.01952849,0.03132728859782219
Q2-CORE,3896,-0.025282916,0.0030663218,-0.024609888,0.03541574254631996
Q2-CORE,3897,-0.026141219,0.004837472,-0.030900432,0.04076274111866951
Q2-CORE,3898,-0.026626183,0.006375434,-0.03650658,0.045632556080818176
Q2-CORE,3899,-0.028504945,0.007846221,-0.04288995,0.05209263786673546
Q2-CORE,3902,-0.03565158,0.012847675,-0.06104643,0.07185237854719162
Q2-CORE,3903,-0.039191283,0.014911875,-0.06725327,0.07925479859113693
Q2-CORE,3904,-0.041146133,0.017569888,-0.07487942,0.0872274786233902
Q2-CORE,3905,-0.04290759,0.020066567,-0.08458135,0.09694191068410873
Q2-CORE,3906,-0.043276306,0.02254416,-0.094240084,0.10612384974956512
Q2-CORE,3907,-0.042963225,0.025577232,-0.10672494,0.11785688996315002
Q2-CORE,3908,-0.042211033,0.027892165,-0.1189631,0.12927475571632385
Q2-CORE,3909,-0.040909886,0.030364532,-0.13328974,0.14269471168518066
Q2-CORE,3910,-0.040034913,0.03251825,-0.14655636,0.15536729991436005
Q2-CORE,3911,-0.039913345,0.03450819,-0.16128463,0.1696956753730774
Q2-CORE,3912,-0.04053192,0.03678725,-0.1741274,0.1825280487537384
Q2-CORE,3914,-0.04394442,0.041356202,-0.20143872,0.21028316020965576
Q2-CORE,3915,-0.04498554,0.044407524,-0.21673265,0.22576263546943665
Q2-CORE,3916,-0.045843013,0.047301818,-0.23312017,0.24224792420864105
Q2-CORE,3917,-0.044690304,0.05096444,-0.25061888,0.25962358713150024
Q2-CORE,3919,-0.03558466,0.058808375,-0.29582596,0.3037065863609314
Q2-CORE,3920,-0.02691547,0.06226865,-0.32249403,0.3295515477657318
Q2-CORE,3921,-0.016713826,0.06526545,-0.35146493,0.3578638434410095
Q2-CORE,3922,-0.005932415,0.06794837,-0.38218224,0.388220876455307
Q2-CORE,3923,0.0041373484,0.069529116,-0.41259846,0.4184362590312958
Q2-CORE,3924,0.013588529,0.07110195,-0.444045,0.44990676641464233
Q2-CORE,3925,0.02036459,0.07203063,-0.4728029,0.4786916673183441
Q2-CORE,3926,0.025533611,0.0723647,-0.50250506,0.5083305835723877
Q2-CORE,3927,0.026597407,0.07285203,-0.52808577,0.5337503552436829
Q2-CORE,3928,0.026557626,0.0735649,-0.5542368,0.5597281455993652
Q2-CORE,3929,0.023383383,0.07441743,-0.57905,0.5842804312705994
Q2-CORE,3930,0.020728799,0.07698579,-0.6045647,0.6097991466522217
Q2-CORE,3931,0.021458086,0.0804756,-0.6347751,0.6402157545089722
Q2-CORE,3932,0.02886772,0.08718841,-0.6713901,0.6776428818702698
Q2-CORE,3933,0.04858539,0.09722224,-0.7207613,0.7289098501205444
Q2-CORE,3934,0.089661226,0.10962449,-0.7894291,0.8020318150520325
Q2-CORE,3935,0.15270403,0.12611905,-0.8796483,0.9016682505607605
Q2-CORE,3936,0.25051394,0.14326301,-1.0012875,1.0420451164245605
Q2-CORE,3937,0.37752205,0.16115911,-1.1507419,1.22176194190979
Q2-CORE,3938,0.532604,0.17308208,-1.3253943,1.4388517141342163
Q2-CORE,3939,0.7026061,0.17597766,-1.4961312,1.6622370481491089
Q2-CORE,3988,-0.012453595,-0.0056944285,0.0046447613,0.014460026286542416
Q2-CORE,3989,-0.013136994,-0.0040950235,0.0018180817,0.013880030252039433
Q2-CORE,3990,-0.013748253,-0.003001934,-0.0014611622,0.014147828333079815
Q2-CORE,3991,-0.014861964,-0.00195874,-0.0035083133,0.01539554726332426
Q2-CORE,3992,-0.01623108,-0.0007480383,-0.006956065,0.017674680799245834
Q2-CORE,3993,-0.018871967,0.00047693774,-0.008706514,0.02078898623585701
Q2-CORE,3994,-0.02119251,0.0021422077,-0.011406894,0.024162549525499344
Q2-CORE,3995,-0.022792755,0.0040061045,-0.015400676,0.027798190712928772
Q2-CORE,3996,-0.024196122,0.005906526,-0.019282067,0.03149821236729622
Q2-CORE,3997,-0.024985606,0.007837279,-0.025093284,0.03626811504364014
Q2-CORE,3998,-0.025681565,0.0095338,-0.030429035,0.04094340279698372
Q2-CORE,3999,-0.027001752,0.011227448,-0.036876783,0.04706428945064545
Q2-CORE,4000,-0.027502522,0.012951296,-0.042947024,0.05261721834540367
Q2-CORE,4001,-0.030099,0.014619999,-0.04915951,0.05946722999215126
Q2-CORE,4002,-0.031733725,0.016209442,-0.055295423,0.06578266620635986
Q2-CORE,4003,-0.03587461,0.01819133,-0.060831357,0.07292712479829788
Q2-CORE,4004,-0.037637312,0.020638924,-0.067791484,0.08023850619792938
Q2-CORE,4005,-0.040741213,0.02302057,-0.07564916,0.08895272761583328
Q2-CORE,4006,-0.04204533,0.025769807,-0.08363403,0.09709038585424423
Q2-CORE,4007,-0.04292779,0.028785259,-0.09497703,0.10812965035438538
Q2-CORE,4008,-0.04273934,0.031184923,-0.105852,0.11833763867616653
Q2-CORE,4009,-0.041686688,0.034144472,-0.11962315,0.13119955360889435
Q2-CORE,4010,-0.040562805,0.03657407,-0.13256776,0.1433778703212738
Q2-CORE,4011,-0.03930113,0.038870227,-0.14765693,0.15766432881355286
Q2-CORE,4012,-0.039359774,0.041108385,-0.1603157,0.17011824250221252
Q2-CORE,4013,-0.04012281,0.043284014,-0.1750176,0.1847011148929596
Q2-CORE,4014,-0.041010257,0.04584938,-0.18795319,0.19776351749897003
Q2-CORE,4015,-0.042731617,0.04840515,-0.20238568,0.21243590116500854
