instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.0737366,-0.019731455,-0.11115128,0.13483701646327972
Q2-CORE,3888,-0.076316774,-0.01754146,-0.12211353,0.1450643539428711
Q2-CORE,3889,-0.07871993,-0.015245479,-0.13378522,0.15597350895404816
Q2-CORE,3890,-0.08104549,-0.012830347,-0.14573608,0.16724830865859985
Q2-CORE,3891,-0.083095394,-0.010333378,-0.1584076,0.17917753756046295
Q2-CORE,3892,-0.084885195,-0.0077091716,-0.17167093,0.19166594743728638
Q2-CORE,3893,-0.086623415,-0.0050168745,-0.18545485,0.20474933087825775
Q2-CORE,3894,-0.08777005,-0.002118893,-0.20004879,0.21846646070480347
Q2-CORE,3895,-0.08868441,0.0007855706,-0.21547996,0.23301748931407928
Q2-CORE,3896,-0.0890817,0.0037908442,-0.23154981,0.2481234222650528
Q2-CORE,3897,-0.08937794,0.0069371425,-0.24839742,0.26407918334007263
Q2-CORE,3898,-0.08877328,0.010185402,-0.26632312,0.2809135913848877
Q2-CORE,3899,-0.08806332,0.013425227,-0.28496143,0.29856055974960327
Q2-CORE,3902,-0.08261184,0.023868073,-0.34636405,0.35687878727912903
Q2-CORE,3903,-0.08005107,0.027407061,-0.36856028,0.3781481385231018
Q2-CORE,3904,-0.076653376,0.031199966,-0.3919577,0.40059956908226013
Q2-CORE,3905,-0.07284097,0.034953613,-0.41628376,0.42405155301094055
Q2-CORE,3906,-0.06831928,0.038793836,-0.44173926,0.44867146015167236
Q2-CORE,3907,-0.063355744,0.04265483,-0.46825877,0.47444668412208557
Q2-CORE,3908,-0.057432603,0.046697494,-0.49611238,0.5016040802001953
Q2-CORE,3909,-0.050727107,0.05076794,-0.5252687,0.5301488637924194
Q2-CORE,3910,-0.04323683,0.054839287,-0.5557967,0.5601666569709778
Q2-CORE,3911,-0.034826532,0.059034843,-0.5876925,0.5916759967803955
Q2-CORE,3912,-0.025732584,0.063181266,-0.6209525,0.6246887445449829
Q2-CORE,3914,-0.0040732194,0.07151702,-0.6924169,0.6961123943328857
