instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.12417291,-0.026165783,-0.26650622,0.2951764166355133
Q2-CORE,3888,-0.12539119,-0.023113664,-0.28827083,0.31520986557006836
Q2-CORE,3889,-0.12614508,-0.01995407,-0.3107803,0.3359987139701843
Q2-CORE,3890,-0.12661579,-0.016716257,-0.3338994,0.35749098658561707
Q2-CORE,3891,-0.12662728,-0.013353001,-0.3578324,0.37981152534484863
Q2-CORE,3892,-0.12617196,-0.009893358,-0.3825231,0.4029158353805542
Q2-CORE,3893,-0.12527141,-0.0062982664,-0.4080696,0.42691147327423096
Q2-CORE,3894,-0.123794496,-0.0026183352,-0.43441728,0.4517192840576172
Q2-CORE,3895,-0.12188227,0.0011598617,-0.46178323,0.4775985777378082
Q2-CORE,3896,-0.11927547,0.0050427243,-0.4898831,0.5042197108268738
Q2-CORE,3897,-0.11616471,0.009020254,-0.5192241,0.5321365594863892
Q2-CORE,3898,-0.11228413,0.013093643,-0.54936415,0.5608744621276855
Q2-CORE,3899,-0.10789838,0.017260179,-0.5806942,0.5908855199813843
Q2-CORE,3902,-0.09013435,0.030270807,-0.6812956,0.6878983974456787
Q2-CORE,3903,-0.08241049,0.034798905,-0.7173276,0.7228839993476868
Q2-CORE,3904,-0.07424013,0.03933324,-0.7544949,0.7591582536697388
Q2-CORE,3905,-0.064869225,0.04401081,-0.7930915,0.7969561219215393
Q2-CORE,3906,-0.05481497,0.04867462,-0.83294415,0.8361637592315674
Q2-CORE,3907,-0.043715872,0.0533837,-0.8742822,0.8770006895065308
Q2-CORE,3908,-0.03167899,0.05817751,-0.9169584,0.9193480610847473
Q2-CORE,3909,-0.018668173,0.0630086,-0.96126044,0.9635041356086731
Q2-CORE,3910,-0.0043911454,0.06787383,-1.0071201,1.0094141960144043
Q2-CORE,3911,0.010596662,0.07269848,-1.0543252,1.0568817853927612
Q2-CORE,3912,0.026779395,0.07756133,-1.103333,1.1063799858093262
Q2-CORE,3914,0.062794775,0.08713547,-1.206401,1.2111725807189941
Q2-CORE,3915,0.082342245,0.091909446,-1.2602355,1.2662626504898071
Q2-CORE,3916,0.10291078,0.09651091,-1.3159096,1.323451280593872
Q2-CORE,3917,0.12461205,0.10115611,-1.3731624,1.3825106620788574
Q2-CORE,3919,0.17131259,0.10993723,-1.4929963,1.5068086385726929
Q2-CORE,3920,0.1953257,0.11394671,-1.5548542,1.5712121725082397
Q2-CORE,3921,0.22063759,0.11763554,-1.6182301,1.6374332904815674
Q2-CORE,3922,0.24514501,0.12123319,-1.6822182,1.7043038606643677
Q2-CORE,3923,0.27047625,0.12454521,-1.7475562,1.772744059562683
Q2-CORE,3924,0.29436338,0.12733132,-1.8125932,1.8407490253448486
Q2-CORE,3925,0.3175951,0.1298806,-1.8778132,1.9089049100875854
Q2-CORE,3926,0.33971807,0.1321634,-1.9431796,1.9770742654800415
Q2-CORE,3927,0.36026767,0.13430187,-2.0082264,2.044701337814331
Q2-CORE,3928,0.38039443,0.13649285,-2.0737014,2.112715721130371
Q2-CORE,3929,0.40020725,0.13958418,-2.140296,2.1818606853485107
Q2-CORE,3930,0.42071122,0.14292848,-2.2086875,2.2529373168945312
Q2-CORE,3931,0.44675344,0.14748356,-2.282982,2.3309543132781982
Q2-CORE,3932,0.479093,0.15498751,-2.3638191,2.416855812072754
Q2-CORE,3933,0.52477276,0.16524345,-2.4582405,2.519055128097534
Q2-CORE,3934,0.59129506,0.17777607,-2.5712044,2.644300699234009
Q2-CORE,3935,0.68041766,0.19395497,-2.7069418,2.7978780269622803
Q2-CORE,3936,0.80504304,0.21218836,-2.8732636,2.991448163986206
Q2-CORE,3937,0.95737517,0.23002371,-3.067628,3.2217726707458496
Q2-CORE,3938,1.1395645,0.24289575,-3.2860775,3.4865329265594482
Q2-CORE,3939,1.3369895,0.24749714,-3.5040224,3.7585859298706055
Q2-CORE,3988,-0.12138182,-0.0082393885,-0.26875132,0.29500630497932434
Q2-CORE,3989,-0.122538224,-0.005077176,-0.29053608,0.3153610825538635
Q2-CORE,3990,-0.12335094,-0.0018339008,-0.3129656,0.33640196919441223
Q2-CORE,3991,-0.12381101,0.0015491918,-0.33612484,0.3582059144973755
Q2-CORE,3992,-0.123818435,0.00504335,-0.35998166,0.38071408867836
Q2-CORE,3993,-0.12341784,0.008648634,-0.38468558,0.4040912687778473
Q2-CORE,3994,-0.12250376,0.012337707,-0.41013658,0.42821887135505676
Q2-CORE,3995,-0.1211299,0.016159497,-0.4365522,0.45333364605903625
Q2-CORE,3996,-0.11910108,0.020071313,-0.46372038,0.47919151186943054
Q2-CORE,3997,-0.1166808,0.024093367,-0.49200523,0.5062252879142761
Q2-CORE,3998,-0.11346346,0.028223142,-0.52105963,0.5340165495872498
Q2-CORE,3999,-0.109825715,0.032441713,-0.5513057,0.5630738735198975
Q2-CORE,4000,-0.10531606,0.036785327,-0.5824737,0.5930600762367249
Q2-CORE,4001,-0.10017355,0.041207723,-0.61489445,0.624362051486969
Q2-CORE,4002,-0.09433757,0.04570476,-0.6483429,0.6567625403404236
Q2-CORE,4003,-0.08753209,0.050316937,-0.6830809,0.6905021071434021
Q2-CORE,4004,-0.080180496,0.054959692,-0.71900725,0.7255486845970154
Q2-CORE,4005,-0.071732126,0.059757225,-0.7561728,0.7619144916534424
Q2-CORE,4006,-0.06258266,0.06452411,-0.79474825,0.7998154163360596
Q2-CORE,4007,-0.052340858,0.06941972,-0.83475065,0.8392659425735474
Q2-CORE,4008,-0.041264668,0.07439134,-0.8759152,0.8800365328788757
Q2-CORE,4009,-0.029096387,0.07935909,-0.9189455,0.9228246212005615
Q2-CORE,4010,-0.01593595,0.084345765,-0.9631616,0.9669790267944336
Q2-CORE,4011,-0.0018055672,0.08934078,-1.0090806,1.0130294561386108
Q2-CORE,4012,0.013623989,0.09441278,-1.0566242,1.060921311378479
Q2-CORE,4013,0.030005388,0.09947399,-1.1057577,1.110628366470337
Q2-CORE,4014,0.047745433,0.10450909,-1.1567256,1.162418246269226
Q2-CORE,4015,0.06642951,0.1096063,-1.2092179,1.2159911394119263
Q2-CORE,4016,0.086419754,0.11454571,-1.2636964,1.2718167304992676
Q2-CORE,4017,0.10765064,0.11950607,-1.319779,1.329543948173523
Q2-CORE,4018,0.12984508,0.1242897,-1.3776534,1.3893295526504517
Q2-CORE,4019,0.15331447,0.12889618,-1.4372326,1.451122760772705
Q2-CORE,4020,0.177447,0.13343057,-1.4984217,1.514780044555664
Q2-CORE,4021,0.20295113,0.1377149,-1.5612875,1.5804344415664673
Q2-CORE,4022,0.22814043,0.14179176,-1.6251299,1.6471794843673706
Q2-CORE,4023,0.2544836,0.14540783,-1.690186,1.7154107093811035
Q2-CORE,4024,0.2797054,0.14867938,-1.7558075,1.784152626991272
Q2-CORE,4025,0.3051137,0.1517191,-1.8218541,1.8534468412399292
Q2-CORE,4026,0.329719,0.15436983,-1.8883299,1.9231054782867432
Q2-CORE,4027,0.35281324,0.15671381,-1.9543661,1.9921302795410156
Q2-CORE,4028,0.37491474,0.15893573,-2.0202634,2.06089448928833
Q2-CORE,4029,0.39576057,0.16139218,-2.0864923,2.1298179626464844
Q2-CORE,4030,0.41731074,0.16379786,-2.1541102,2.200265645980835
Q2-CORE,4031,0.44029444,0.16751128,-2.2243507,2.2736876010894775
Q2-CORE,4032,0.46654364,0.17292011,-2.2990565,2.352280855178833
Q2-CORE,4033,0.50246334,0.17964014,-2.3828309,2.4418482780456543
Q2-CORE,4034,0.5490874,0.18893218,-2.4791334,2.546231508255005
Q2-CORE,4035,0.6144306,0.20127079,-2.5921545,2.671572685241699
Q2-CORE,4036,0.7019511,0.2154958,-2.7284446,2.825523614883423
Q2-CORE,4037,0.8158439,0.23098642,-2.8889542,3.0108158588409424
Q2-CORE,4038,0.95670307,0.24483475,-3.0745547,3.2292585372924805
Q2-CORE,4039,1.1171147,0.2538568,-3.2771213,3.4715864658355713
Q2-CORE,4040,1.2950892,0.25841048,-3.479507,3.721693277359009
Q2-CORE,4089,-0.1183653,0.009212822,-0.27128118,0.29612278938293457
Q2-CORE,4090,-0.11952071,0.0124718025,-0.29303142,0.31671464443206787
Q2-CORE,4091,-0.12038407,0.015861377,-0.31546882,0.33803030848503113
Q2-CORE,4092,-0.12077103,0.019329548,-0.33857614,0.3599903881549835
Q2-CORE,4093,-0.12084365,0.02290567,-0.36246854,0.3827679455280304
Q2-CORE,4094,-0.120443195,0.02660016,-0.38704327,0.4062223732471466
Q2-CORE,4095,-0.11962332,0.030447744,-0.41251898,0.4305911064147949
