instance,node_id,u_x_mm,u_y_mm,u_z_mm,u_mag_mm
Q2-CORE,3887,-0.012478516,-0.009148376,0.0043855347,0.01608225889503956
Q2-CORE,3888,-0.013369351,-0.0080418745,0.0018531159,0.015711313113570213
Q2-CORE,3889,-0.013864813,-0.0067743827,-0.0006021187,0.015443052165210247
Q2-CORE,3890,-0.01496021,-0.0057581617,-0.004241592,0.016581779345870018
Q2-CORE,3891,-0.016560152,-0.004998925,-0.0060994704,0.018342066556215286
Q2-CORE,3892,-0.019204259,-0.0036997274,-0.008917284,0.021494407206773758
Q2-CORE,3893,-0.021332704,-0.0021548634,-0.011318876,0.024245508015155792
Q2-CORE,3894,-0.02353442,-0.00042425282,-0.014613893,0.027705863118171692
Q2-CORE,3895,-0.024293933,0.0014695469,-0.019603446,0.03125139698386192
Q2-CORE,3896,-0.025410026,0.003099382,-0.024546515,0.03546557575464249
Q2-CORE,3897,-0.026038144,0.0048202407,-0.030849122,0.040655724704265594
Q2-CORE,3898,-0.026669275,0.0063756537,-0.03666617,0.04578544944524765
Q2-CORE,3899,-0.028400876,0.007769037,-0.042858075,0.05199790373444557
Q2-CORE,3902,-0.035740282,0.01274181,-0.06094664,0.0717928558588028
Q2-CORE,3903,-0.039166868,0.014872178,-0.067254275,0.07923611998558044
Q2-CORE,3904,-0.041121837,0.017547712,-0.075061046,0.08736754953861237
Q2-CORE,3905,-0.042747084,0.020151604,-0.084509216,0.09682565927505493
Q2-CORE,3906,-0.043258958,0.022675432,-0.09436559,0.10625618696212769
Q2-CORE,3907,-0.042732164,0.025503144,-0.106841266,0.11786222457885742
Q2-CORE,3908,-0.042120043,0.027739238,-0.119167395,0.12940026819705963
Q2-CORE,3909,-0.040979397,0.03024882,-0.1331238,0.14253507554531097
Q2-CORE,3910,-0.040291194,0.032384567,-0.14642596,0.1552826464176178
Q2-CORE,3911,-0.040139575,0.034594573,-0.16108951,0.16958124935626984
Q2-CORE,3912,-0.04041964,0.036877163,-0.17416027,0.18255265057086945
Q2-CORE,3914,-0.043999244,0.04151047,-0.20131716,0.21020857989788055
Q2-CORE,3915,-0.04513115,0.044638682,-0.21682802,0.22592879831790924
Q2-CORE,3916,-0.045483492,0.047189843,-0.23326829,0.24230089783668518
Q2-CORE,3917,-0.044829,0.05105919,-0.25048938,0.2595411539077759
Q2-CORE,3919,-0.034879107,0.05869251,-0.29605645,0.3038268983364105
Q2-CORE,3920,-0.026780609,0.062221024,-0.32277083,0.3298024833202362
